Unnamed: 0.1,Unnamed: 0,score_phrase,title,url,platform,score,genre,editors_choice,data_lancamento
7914,7914,Okay,Jewel Quest,/games/jewel-quest/xbox-360-777201,Xbox 360,6.6,"Puzzle, Action",N,2006-04-26
7915,7915,Good,Call of Cthulhu: Dark Corners of the Earth,/games/call-of-cthulhu-dark-corners-of-the-earth/pc-13731,PC,7.8,Adventure,N,2006-04-26
7916,7916,Good,World Poker Tour,/games/world-poker-tour/psp-748399,PlayStation Portable,7.0,Casino,N,2006-04-26
7917,7917,Good,Black & White 2: Battle of the Gods,/games/black-white-2/pc-818060,PC,7.0,Strategy,N,2006-04-25
7918,7918,Okay,Guilty Gear Dust Strikers,/games/guilty-gear-dust-strikers/nds-746950,Nintendo DS,6.0,Fighting,N,2006-04-25
7919,7919,Good,Commandos Strike Force,/games/commandos-strike-force/pc-708693,PC,7.5,Shooter,N,2006-04-06
7920,7920,Great,Tomb Raider: Legend,/games/tomb-raider-legend/pc-739585,PC,8.2,"Action, Adventure",N,2006-04-05
7921,7921,Okay,Go! Sudoku,/games/go-sudoku/psp-787144,PlayStation Portable,6.9,Puzzle,N,2006-04-05
7922,7922,Great,Tomb Raider: Legend,/games/tomb-raider-legend/ps2-571840,PlayStation 2,8.0,"Action, Adventure",N,2006-04-05
7923,7923,Great,Tomb Raider: Legend,/games/tomb-raider-legend/xbox-736124,Xbox,8.2,"Action, Adventure",N,2006-04-05
7924,7924,Great,Tomb Raider: Legend,/games/tomb-raider-legend/xbox-360-735841,Xbox 360,8.2,"Action, Adventure",N,2006-04-05
7925,7925,Great,Guild Wars Factions,/games/guild-wars-factions/pc-789078,PC,8.5,RPG,Y,2006-05-22
7926,7926,Good,NBA Ballers: Rebound,/games/nba-ballers-rebound/psp-746770,PlayStation Portable,7.4,"Sports, Action",N,2006-05-22
7927,7927,Great,Rise of Nations: Rise of Legends,/games/rise-of-nations-rise-of-legends/pc-746556,PC,8.2,Strategy,N,2006-05-19
7928,7928,Great,Field Commander,/games/field-commander/psp-769918,PlayStation Portable,8.4,Strategy,N,2006-05-19
7929,7929,Mediocre,X-Men: The Official Game,/games/x-men-the-official-game/nds-802719,Nintendo DS,5.7,Action,N,2006-05-18
7930,7930,Great,Tom Clancy's Ghost Recon Advanced Warfighter,/games/tom-clancys-ghost-recon-advanced-warfighter/pc-736230,PC,8.1,Shooter,N,2006-05-18
7931,7931,Mediocre,X-Men: The Official Game,/games/x-men-the-official-game/xbox-746118,Xbox,5.9,Action,N,2006-05-18
7932,7932,Mediocre,X-Men: The Official Game,/games/x-men-the-official-game/ps2-616279,PlayStation 2,5.9,Action,N,2006-05-18
7933,7933,Good,Daemonica,/games/daemonica/pc-726892,PC,7.0,"Action, Adventure",N,2006-04-13
7934,7934,Amazing,Brothers in Arms 3D,/games/brothers-in-arms-n-gage/cell-819448,Wireless,9.5,Action,Y,2006-04-13
7935,7935,Mediocre,American Conquest: Divided Nation,/games/american-conquest-divided-nation/pc-741905,PC,5.6,Strategy,N,2006-04-13
7936,7936,Great,CSI: Crime Scene Investigation: 3 Dimensions of Murder,/games/csi-crime-scene-investigation-super-pack/pc-781311,PC,8.6,Adventure,N,2006-04-13
7937,7937,Okay,The King of Fighters Neowave,/games/the-king-of-fighters-neowave/xbox-744213,Xbox,6.8,Fighting,N,2006-04-12
7938,7938,Good,OutRun 2006: Coast 2 Coast,/games/outrun-2006-coast-2-coast/xbox-788132,Xbox,7.3,Racing,N,2006-04-25
7939,7939,Bad,Winback 2: Project Poseidon,/games/winback-2-project-poseidon/xbox-748619,Xbox,4.4,Action,N,2006-04-25
7940,7940,Good,OutRun 2006: Coast 2 Coast,/games/outrun-2006-coast-2-coast/ps2-788131,PlayStation 2,7.3,Racing,N,2006-04-25
7941,7941,Good,OutRun 2006: Coast 2 Coast,/games/outrun-2006-coast-2-coast/psp-788130,PlayStation Portable,7.3,Racing,N,2006-04-25
7942,7942,Bad,Winback 2: Project Poseidon,/games/winback-2-project-poseidon/ps2-728679,PlayStation 2,4.4,Action,N,2006-04-25
7943,7943,Great,WordKing Poker,/games/wordking-poker/cell-770264,Wireless,8.9,Card,Y,2006-04-25
7944,7944,Good,Lemmings,/games/lemmings-14292381/psp-748724,PlayStation Portable,7.8,"Puzzle, Action",N,2006-05-18
7945,7945,Mediocre,X-Men: The Official Game,/games/x-men-the-official-game/gcn-746119,GameCube,5.9,Action,N,2006-05-18
7946,7946,Great,Super Pac-Man,/games/super-pac-man/cell-823951,Wireless,8.0,Action,Y,2006-05-17
7947,7947,Great,Bone: The Great Cow Race,/games/bone-the-great-cow-race/pc-817001,PC,8.6,Adventure,Y,2006-05-17
7948,7948,Mediocre,The Da Vinci Code: Helix,/games/the-da-vinci-code-helix/cell-827970,Wireless,5.0,Puzzle,N,2006-05-16
7949,7949,Amazing,New Super Mario Bros.,/games/new-super-mario-bros/nds-682879,Nintendo DS,9.5,Platformer,Y,2006-05-06
7950,7950,Okay,MLB SlugFest 2006,/games/mlb-slugfest-2006/ps2-812817,PlayStation 2,6.5,"Sports, Action",N,2006-06-12
7951,7951,Good,Cars,/games/cars/gcn-803748,GameCube,7.0,"Racing, Action",N,2006-06-12
7952,7952,Good,Urban Chaos: Riot Response,/games/urban-chaos-riot-response/ps2-700833,PlayStation 2,7.9,Shooter,N,2006-06-12
7953,7953,Good,Cars,/games/cars/xbox-803749,Xbox,7.0,"Racing, Action",N,2006-06-12
7954,7954,Good,Urban Chaos: Riot Response,/games/urban-chaos-riot-response/xbox-700816,Xbox,7.9,Shooter,N,2006-06-12
7955,7955,Great,Lemmings,/games/lemmings/cell-699878,Wireless,8.0,"Puzzle, Adventure",N,2006-06-12
7956,7956,Okay,MLB SlugFest 2006,/games/mlb-slugfest-2006/xbox-812818,Xbox,6.5,"Sports, Action",N,2006-06-12
7957,7957,Good,Cars,/games/cars/ps2-803750,PlayStation 2,7.0,"Racing, Action",N,2006-06-12
7958,7958,Great,The Movies: Stunts & Effects,/games/the-movies-stunts-effects/pc-813843,PC,8.0,Simulation,N,2006-06-09
7959,7959,Mediocre,Superman Returns,/games/superman-returns/cell-834165,Wireless,5.9,Action,N,2006-06-09
7960,7960,Great,MotoGP '06,/games/motogp-06/xbox-360-774360,Xbox 360,8.4,Racing,N,2006-06-09
7961,7961,Good,Point Blank DS,/games/point-blank-ds/nds-819433,Nintendo DS,7.0,Shooter,N,2006-06-09
7962,7962,Okay,Paradise,/games/last-king-of-africa/pc-776179,PC,6.2,Adventure,N,2006-05-30
7963,7963,Good,Shadowgrounds,/games/shadowgrounds/pc-735020,PC,7.5,Action,N,2006-05-30
7964,7964,Great,Hitman: Blood Money,/games/hitman-blood-money/xbox-706007,Xbox,8.0,Action,N,2006-05-30
7965,7965,Great,Hitman: Blood Money,/games/hitman-blood-money/xbox-360-820931,Xbox 360,8.0,Action,N,2006-05-30
7966,7966,Great,Hitman: Blood Money,/games/hitman-blood-money/pc-706008,PC,8.0,Action,N,2006-05-30
7967,7967,Okay,Puzzle Challenge: Crosswords and More!,/games/puzzle-challenge-crosswords-more/psp-788644,PlayStation Portable,6.4,"Puzzle, Compilation",N,2006-06-05
7968,7968,Great,Grand Theft Auto: Liberty City Stories,/games/grand-theft-auto-liberty-city-stories/ps2-792359,PlayStation 2,8.0,Action,N,2006-06-05
7969,7969,Good,Two Scoop Twist,/games/two-scoop-twist/cell-833344,Wireless,7.9,Simulation,N,2006-06-05
7970,7970,Great,Magnetica,/games/magnetica/nds-774685,Nintendo DS,8.0,Puzzle,N,2006-06-05
7971,7971,Great,Big Brain Academy,/games/big-brain-academy/nds-740443,Nintendo DS,8.1,"Educational, Puzzle",N,2006-06-02
7972,7972,Mediocre,2006 FIFA World Cup,/games/2006-fifa-world-cup/cell-834247,Wireless,5.8,Sports,N,2006-06-09
7973,7973,Good,Desperados 2: Cooper's Revenge,/games/desperados-2-coopers-revenge/pc-689726,PC,7.1,Strategy,N,2006-06-08
7974,7974,Great,Rogue Trooper,/games/rogue-trooper/pc-747921,PC,8.0,Action,N,2006-06-08
7975,7975,Mediocre,Cars,/games/cars/nds-803780,Nintendo DS,5.8,Racing,N,2006-06-08
7976,7976,Bad,AND 1 Streetball,/games/and-1-streetball/xbox-736212,Xbox,4.1,"Sports, Action",N,2006-06-08
7977,7977,Bad,AND 1 Streetball,/games/and-1-streetball/ps2-736161,PlayStation 2,4.1,"Sports, Action",N,2006-06-08
7978,7978,Awful,Cars,/games/cars/gba-481683,Game Boy Advance,3.0,"Racing, Action",N,2006-06-08
7979,7979,Okay,Radio Allergy,/games/radio-allergy/dc-787759,Dreamcast,6.5,Shooter,N,2006-06-07
7980,7980,Okay,Teen Titans,/games/teen-titans/gcn-743396,GameCube,6.0,Action,N,2006-05-26
7981,7981,Painful,Dino Master,/games/dino-master/nds-822830,Nintendo DS,2.5,Action,N,2006-05-26
7982,7982,Good,JAWS Unleashed,/games/jaws-unleashed/xbox-664356,Xbox,7.4,Action,N,2006-05-26
7983,7983,Good,JAWS Unleashed,/games/jaws-unleashed/ps2-664357,PlayStation 2,7.4,Action,N,2006-05-26
7984,7984,Good,The Hustle: Detroit Streets,/games/the-hustle-detroit-streets/xbox-816052,Xbox,7.0,Sports,N,2006-05-26
7985,7985,Okay,The Hustle: Detroit Streets,/games/the-hustle-detroit-streets/ps2-794200,PlayStation 2,6.8,Sports,N,2006-05-26
7986,7986,Good,Heroes of Might and Magic V,/games/heroes-of-might-and-magic-complete-edition/pc-736187,PC,7.8,Strategy,N,2006-05-26
7987,7987,Great,Race Driver 2006,/games/race-driver-2006/psp-800863,PlayStation Portable,8.5,Racing,Y,2006-05-26
7988,7988,Good,Cars,/games/cars/cell-827304,Wireless,7.2,Racing,N,2006-06-02
7989,7989,Great,Gradius Collection,/games/gradius-collection/psp-780075,PlayStation Portable,8.1,Shooter,N,2006-06-02
7990,7990,Bad,Stacked with Daniel Negreanu,/games/stacked-with-daniel-negreanu/pc-725344,PC,4.8,Card,N,2006-06-01
7991,7991,Bad,Stacked with Daniel Negreanu,/games/stacked-with-daniel-negreanu/xbox-725345,Xbox,4.8,Card,N,2006-06-01
7992,7992,Bad,Stacked with Daniel Negreanu,/games/stacked-with-daniel-negreanu/ps2-746740,PlayStation 2,4.8,Card,N,2006-06-01
7993,7993,Great,Half-Life 2: Episode One,/games/half-life-2-episode-one/pc-740555,PC,8.5,Shooter,Y,2006-06-01
7994,7994,Great,Gallop Racer 2006,/games/gallop-racer-2006/ps2-770491,PlayStation 2,8.5,"Racing, Simulation",Y,2006-06-01
7995,7995,Mediocre,Battle of Europe,/games/battle-of-europe/pc-734573,PC,5.4,"Flight, Action",N,2006-05-31
7996,7996,Okay,Over the Hedge,/games/over-the-hedge/pc-803264,PC,6.5,Action,N,2006-06-07
7997,7997,Great,Alpha Wing 2,/games/alpha-wing-2/cell-787683,Wireless,8.4,Shooter,N,2006-06-07
7998,7998,Mediocre,Astonishia Story,/games/astonishia-story/psp-760239,PlayStation Portable,5.5,RPG,N,2006-06-06
7999,7999,Great,Battlefield 2: Armored Fury,/games/battlefield-2-armored-fury/pc-794309,PC,8.0,Shooter,N,2006-06-05
8000,8000,Okay,Puzzle Challenge: Crosswords and More!,/games/puzzle-challenge-crosswords-more/ps2-788643,PlayStation 2,6.3,Puzzle,N,2006-06-05
8001,8001,Okay,Teen Titans,/games/teen-titans/ps2-743375,PlayStation 2,6.0,Action,N,2006-05-26
8002,8002,Good,The Fast and the Furious: Tokyo Drift,/games/the-fast-and-the-furious/cell-820562,Wireless,7.9,Racing,N,2006-05-26
8003,8003,Great,Rogue Trooper,/games/rogue-trooper/xbox-681299,Xbox,8.0,Action,N,2006-05-25
8004,8004,Okay,Over the Hedge,/games/over-the-hedge/xbox-802588,Xbox,6.5,Platformer,N,2006-05-25
8005,8005,Good,Metal Saga,/games/metal-saga/ps2-731545,PlayStation 2,7.0,RPG,N,2006-05-25
8006,8006,Okay,Over the Hedge,/games/over-the-hedge/ps2-727928,PlayStation 2,6.5,Action,N,2006-05-25
8007,8007,Awful,Army Men: Major Malfunction,/games/army-men-major-malfunction/xbox-813131,Xbox,3.0,Shooter,N,2006-05-25
8008,8008,Mediocre,Top Gun [2006],/games/top-gun-2006/nds-757780,Nintendo DS,5.0,Action,N,2006-05-31
8009,8009,Good,Paperboy,/games/paperboy/cell-749132,Wireless,7.0,Action,N,2006-05-31
8010,8010,Great,SpellForce 2: Shadow Wars,/games/spellforce-2-platinum-edition/pc-736884,PC,8.4,Strategy,N,2006-05-31
8011,8011,Bad,Tokyo Xtreme Racer DRIFT,/games/tokyo-xtreme-racer-drift/ps2-491413,PlayStation 2,4.5,Racing,N,2006-05-31
8012,8012,Great,Lumines,/games/lumines/cell-788632,Wireless,8.8,"Puzzle, Action",N,2006-05-31
8013,8013,Mediocre,Cabela's Dangerous Hunts: Ultimate Challenge,/games/cabelas-dangerous-hunts-ultimate-challenge/psp-814742,PlayStation Portable,5.5,Hunting,N,2006-05-31
8014,8014,Good,Monster Hunter Freedom,/games/monster-hunter-freedom/psp-744247,PlayStation Portable,7.7,Action,N,2006-05-30
8015,8015,Mediocre,Kao the Kangaroo Round 2,/games/kao-challengers/pc-692233,PC,5.5,Action,N,2006-05-30
8016,8016,Mediocre,X-Men: The Official Game,/games/x-men-the-official-game/pc-802720,PC,5.7,Action,N,2006-05-25
8017,8017,Great,Rogue Trooper,/games/rogue-trooper/ps2-681300,PlayStation 2,8.0,Action,N,2006-05-25
8018,8018,Okay,Over the Hedge,/games/over-the-hedge/gcn-802023,GameCube,6.5,Platformer,N,2006-05-25
8019,8019,Painful,Classified: The Sentinel Crisis,/games/classified-the-sentinel-crisis/xbox-746242,Xbox,2.1,Action,N,2006-05-24
8020,8020,Mediocre,X-Men 3,/games/x-men-3/cell-827860,Wireless,5.2,Action,N,2006-05-24
8021,8021,Mediocre,Kao the Kangaroo Round 2,/games/kao-challengers/ps2-692234,PlayStation 2,5.5,Action,N,2006-05-30
8022,8022,Mediocre,Kao the Kangaroo Round 2,/games/kao-challengers/gcn-480755,GameCube,5.5,Action,N,2006-05-30
8023,8023,Good,Steambot Chronicles,/games/steambot-chronicles/ps2-705223,PlayStation 2,7.3,"Action, Adventure",N,2006-05-30
8024,8024,Great,Hitman: Blood Money,/games/hitman-blood-money/ps2-706006,PlayStation 2,8.0,Action,N,2006-05-30
8025,8025,Awful,World War II Combat: Iwo Jima,/games/world-war-ii-combat-iwo-jima/xbox-824699,Xbox,3.0,Shooter,N,2006-08-08
8026,8026,Great,Dead Rising,/games/dead-rising/xbox-360-748396,Xbox 360,8.3,Action,N,2006-08-07
8027,8027,Bad,Super Monkey Ball Adventure,/games/super-monkey-ball-adventure/gcn-800875,GameCube,4.8,Platformer,N,2006-08-07
8028,8028,Okay,Barnyard,/games/barnyard/gcn-727074,GameCube,6.7,Action,N,2006-08-07
8029,8029,Okay,Barnyard,/games/barnyard/ps2-727075,PlayStation 2,6.7,Adventure,N,2006-08-07
8030,8030,Bad,Super Monkey Ball Adventure,/games/super-monkey-ball-adventure/ps2-801001,PlayStation 2,4.8,Platformer,N,2006-08-07
8031,8031,Great,FlatOut 2,/games/flatout-2/pc-759361,PC,8.3,Racing,Y,2006-08-03
8032,8032,Good,Galaga (25th Anniversary Edition),/games/galaga-25th-anniversary-edition/cell-846691,Wireless,7.5,Shooter,N,2006-08-03
8033,8033,Mediocre,Pirates of the Caribbean: The Legend of Jack Sparrow,/games/pirates-of-the-caribbean-the-legend-of-jack-sparrow/pc-746934,PC,5.0,"Action, Adventure",N,2006-08-02
8034,8034,Good,Street Fighter II Hyper Fighting,/games/street-fighter-ii-hyper-fighting/xbox-360-792486,Xbox 360,7.5,Fighting,N,2006-08-02
8035,8035,Mediocre,Painkiller: Hell Wars,/games/painkiller/xbox-477980,Xbox,5.2,Shooter,N,2006-08-02
8036,8036,Okay,Super Robot Taisen: Original Generation,/games/super-robot-taisen-original-generation/gba-568109,Game Boy Advance,6.5,Strategy,N,2006-07-27
8037,8037,Okay,Miami Vice,/games/miami-vice-822566/psp-801389,PlayStation Portable,6.6,"Action, Adventure",N,2006-07-27
8038,8038,Mediocre,X-Men: The Official Game,/games/x-men-the-official-game/gba-802718,Game Boy Advance,5.0,Action,N,2006-07-27
8039,8039,Mediocre,The Office Games,/games/the-office-games/cell-845002,Wireless,5.4,Party,N,2006-07-27
8040,8040,Bad,Hard Truck: Apocalypse,/games/hard-truck-apocalypse/pc-743969,PC,4.0,"Racing, Action",N,2006-07-18
8041,8041,Okay,NCAA Football 07,/games/ncaa-football-07/psp-824146,PlayStation Portable,6.9,Sports,N,2006-07-17
8042,8042,Great,NCAA Football 07,/games/ncaa-football-07/xbox-811814,Xbox,8.7,Sports,Y,2006-07-17
8043,8043,Great,Valkyrie Profile: Lenneth,/games/valkyrie-profile-lenneth/psp-788783,PlayStation Portable,8.5,RPG,Y,2006-07-17
8044,8044,Good,Spin Blocks 360,/games/spin-blocks-360/cell-842990,Wireless,7.6,Puzzle,N,2006-07-17
8045,8045,Good,Pirates of the Caribbean Multiplayer,/games/pirates-of-the-caribbean-multiplayer/cell-825418,Wireless,7.8,Adventure,N,2006-08-02
8046,8046,Great,Summon Night: Swordcraft Story,/games/summon-night-swordcraft-story/gba-568673,Game Boy Advance,8.0,RPG,N,2006-08-01
8047,8047,Mediocre,The Ant Bully,/games/the-ant-bully/ps2-763831,PlayStation 2,5.5,Action,N,2006-08-01
8048,8048,Painful,AMF Xtreme Bowling 2006,/games/amf-xtreme-bowling-2006/xbox-825023,Xbox,2.0,Sports,N,2006-08-01
8049,8049,Good,Super Puzzle Fighter II: Network Battle,/games/super-puzzle-fighter-ii-network-battle/cell-825880,Wireless,7.0,Puzzle,N,2006-08-01
8050,8050,Mediocre,The Ant Bully,/games/the-ant-bully/gcn-814791,GameCube,5.5,Action,N,2006-08-01
8051,8051,Mediocre,The Ant Bully,/games/the-ant-bully/pc-763829,PC,5.5,Action,N,2006-08-01
8052,8052,Okay,Monster House,/games/monster-house/gcn-826404,GameCube,6.8,Adventure,N,2006-08-01
8053,8053,Great,Rome: Total War -- Alexander,/games/rome-total-war-alexander/pc-826373,PC,8.0,Strategy,Y,2006-06-20
8054,8054,Good,NFL Head Coach,/games/nfl-head-coach/xbox-776736,Xbox,7.2,"Sports, Simulation",N,2006-06-20
8055,8055,Good,NFL Head Coach,/games/nfl-head-coach/ps2-776737,PlayStation 2,7.2,"Sports, Simulation",N,2006-06-20
8056,8056,Okay,The Legend of Heroes II: Prophecy of the Moonlight Witch,/games/gagharv-trilogy-the-white-witch/psp-683130,PlayStation Portable,6.1,RPG,N,2006-06-20
8057,8057,Good,Bomberman Kart,/games/bomberman-kart/cell-839131,Wireless,7.1,Racing,N,2006-06-30
8058,8058,Good,Moon Patrol EX,/games/moon-patrol-ex/cell-838940,Wireless,7.5,Action,N,2006-06-29
8059,8059,Okay,Pirates of the Caribbean: Dead Man's Chest,/games/pirates-of-the-caribbean-dead-mans-chest/nds-742502,Nintendo DS,6.0,Action,N,2006-06-29
8060,8060,Great,Gunpey EX,/games/gunpey-ex/cell-838618,Wireless,8.5,Puzzle,Y,2006-06-29
8061,8061,Awful,Ultimate Board Game Collection,/games/ultimate-board-game-collection/ps2-820234,PlayStation 2,3.0,Board,N,2006-07-26
8062,8062,Good,Galaga,/games/galaga/xbox-360-821715,Xbox 360,7.0,Shooter,N,2006-07-26
8063,8063,Painful,IHRA Drag Racing -- Sportsman Edition,/games/ihra-drag-racing-sportsman-edition/ps2-746781,PlayStation 2,2.3,Racing,N,2006-07-26
8064,8064,Good,Absolute Minesweeper,/games/absolute-minesweeper/cell-844821,Wireless,7.0,Puzzle,N,2006-07-26
8065,8065,Mediocre,WarPath,/games/warpath/xbox-811707,Xbox,5.3,Shooter,N,2006-07-25
8066,8066,Mediocre,WarPath,/games/warpath/pc-811708,PC,5.7,Shooter,N,2006-07-25
8067,8067,Great,CivCity: Rome,/games/civcity-rome/pc-818085,PC,8.2,Simulation,N,2006-07-25
8068,8068,Great,Orcs & Elves,/games/orcs-elves/cell-825963,Wireless,8.4,"Action, RPG",Y,2006-07-25
8069,8069,Bad,Alfa Romeo Racing Italiano,/games/alfa-romeo-racing-italiano/ps2-726240,PlayStation 2,4.0,Racing,N,2006-07-17
8070,8070,Great,NCAA Football 07,/games/ncaa-football-07/ps2-811813,PlayStation 2,8.7,Sports,Y,2006-07-17
8071,8071,Good,Dragon Ball Advanced Adventure,/games/dragon-ball-advanced-adventure/gba-707190,Game Boy Advance,7.5,Action,N,2006-07-14
8072,8072,Okay,Night Watch,/games/night-watch/pc-744361,PC,6.0,"Strategy, RPG",N,2006-07-13
8073,8073,Okay,Frogger,/games/frogger/xbox-360-827150,Xbox 360,6.0,Action,N,2006-07-12
8074,8074,Okay,Chromehounds,/games/chromehounds-139501/xbox-360-665181,Xbox 360,6.9,"Action, Simulation",N,2006-07-12
8075,8075,Bad,Hummer: Badlands,/games/hummer-badlands/ps2-743035,PlayStation 2,4.0,Racing,N,2006-07-11
8076,8076,Great,FlatOut 2,/games/flatout-2/xbox-759362,Xbox,8.3,Racing,Y,2006-07-31
8077,8077,Great,FlatOut 2,/games/flatout-2/ps2-759354,PlayStation 2,8.3,Racing,Y,2006-07-31
8078,8078,Great,Sid Meier's Civilization IV: Warlords,/games/sid-meiers-civilization-iv-warlords/pc-818084,PC,8.4,Strategy,N,2006-07-31
8079,8079,Mediocre,Sprint Cars: Road to Knoxville,/games/sprint-cars-road-to-knoxville/pc-844978,PC,5.0,Racing,N,2006-07-28
8080,8080,Great,Rollercoaster Rush,/games/3d-rollercoaster-rush/cell-844074,Wireless,8.9,Action,Y,2006-07-28
8081,8081,Mediocre,Sprint Cars: Road to Knoxville,/games/sprint-cars-road-to-knoxville/ps2-833427,PlayStation 2,5.0,Racing,N,2006-07-28
8082,8082,Good,Ragnarok Mobile Mage,/games/ragnarok-mobile-mage/cell-705900,Wireless,7.3,RPG,N,2006-06-20
8083,8083,Good,Franklin The Turtle: A Birthday Surprise,/games/franklin-the-turtle/ps2-776319,PlayStation 2,7.0,Action,N,2006-06-20
8084,8084,Good,Tomb Raider: Legend,/games/tomb-raider-legend/psp-735840,PlayStation Portable,7.2,Action,N,2006-06-19
8085,8085,Okay,Boom Goes the Earth 3D,/games/boom-goes-the-earth-3d/cell-836138,Wireless,6.7,Action,N,2006-06-19
8086,8086,Good,Pirates of the Caribbean: Dead Man's Chest,/games/pirates-of-the-caribbean-dead-mans-chest/cell-827307,Wireless,7.9,Adventure,N,2006-06-16
8087,8087,Okay,The Fast and the Furious: Tokyo Drift 3D,/games/the-fast-and-the-furious/cell-820564,Wireless,6.7,Racing,N,2006-06-15
8088,8088,Good,2006 FIFA World Cup,/games/2006-fifa-world-cup/nds-814749,Nintendo DS,7.5,Sports,N,2006-06-15
8089,8089,Good,Luxor,/games/luxor/cell-835713,Wireless,7.8,Puzzle,N,2006-06-15
8090,8090,Good,Major League Baseball 2K6,/games/major-league-baseball-2k6/gcn-788096,GameCube,7.0,Sports,N,2006-06-14
8091,8091,Good,Juiced: Eliminator,/games/juiced-eliminator/psp-770503,PlayStation Portable,7.0,Racing,N,2006-06-29
8092,8092,Okay,Cars,/games/cars/pc-803781,PC,6.8,"Racing, Action",N,2006-06-28
8093,8093,Bad,Soldier Elite,/games/soldier-elite/pc-689967,PC,4.0,Action,N,2006-06-28
8094,8094,Mediocre,Pirates of the Caribbean: The Legend of Jack Sparrow,/games/pirates-of-the-caribbean-the-legend-of-jack-sparrow/ps2-746933,PlayStation 2,5.5,"Action, Adventure",N,2006-06-28
8095,8095,Great,Star Wars: Death Star Assault 3D,/games/star-wars-death-star-assault-3d/cell-837338,Wireless,8.0,Shooter,Y,2006-06-27
8096,8096,Good,World Tour Soccer 06,/games/world-tour-soccer-06/psp-819439,PlayStation Portable,7.7,Sports,N,2006-06-27
8097,8097,Great,Rush for Berlin,/games/rush-for-berlin/pc-744313,PC,8.0,Strategy,N,2006-06-26
8098,8098,Great,Xpand Rally,/games/xpand-rally-140755/pc-478948,PC,8.0,Racing,N,2006-07-24
8099,8099,Okay,Blade Dancer: Lineage of Light,/games/blade-dancer-lineage-of-light/psp-787645,PlayStation Portable,6.5,RPG,N,2006-07-24
8100,8100,Great,Final Fantasy XI: Treasures of Aht Urhgan,/games/final-fantasy-xi-treasures-of-aht-urhgan/pc-772930,PC,8.4,RPG,N,2006-07-21
8101,8101,Great,Final Fantasy XI: Treasures of Aht Urhgan,/games/final-fantasy-xi-treasures-of-aht-urhgan/ps2-772929,PlayStation 2,8.4,RPG,N,2006-07-21
8102,8102,Awful,Sudokumania,/games/sudokumania-823150/nds-823150,Nintendo DS,3.0,Puzzle,N,2006-07-20
8103,8103,Okay,Monster House,/games/monster-house/ps2-786524,PlayStation 2,6.8,Adventure,N,2006-07-20
8104,8104,Mediocre,Monster House,/games/monster-house/nds-826403,Nintendo DS,5.5,Action,N,2006-07-20
8105,8105,Bad,Hummer: Badlands,/games/hummer-badlands/xbox-792357,Xbox,4.0,Racing,N,2006-07-11
8106,8106,Good,Paris Hilton Diamond Quest,/games/paris-hilton-diamond-quest/cell-827374,Wireless,7.0,Puzzle,N,2006-07-11
8107,8107,Good,MTX: Mototrax,/games/mtx-mototrax/psp-832307,PlayStation Portable,7.2,Sports,N,2006-07-10
8108,8108,Amazing,Prey [2006],/games/prey-2006/xbox-360-744397,Xbox 360,9.0,Shooter,Y,2006-07-10
8109,8109,Amazing,Prey [2006],/games/prey-2006/pc-8926,PC,9.0,Shooter,Y,2006-07-10
8110,8110,Amazing,Super K.O. Boxing,/games/super-ko-boxing/cell-820587,Wireless,9.1,Sports,Y,2006-07-10
8111,8111,Okay,The Tower SP,/games/the-tower-sp/gba-712239,Game Boy Advance,6.5,Simulation,N,2006-07-06
8112,8112,Okay,Over G Fighters,/games/over-g-fighters/xbox-360-761470,Xbox 360,6.1,"Flight, Action",N,2006-07-05
8113,8113,Good,Bricks of Egypt,/games/bricks-of-egypt/cell-812859,Wireless,7.5,Puzzle,N,2006-06-14
8114,8114,Bad,Miss Spider: Harvest Time Hop and Fly,/games/miss-spider-harvest-time-hop-and-fly/nds-800989,Nintendo DS,4.0,Adventure,N,2006-06-14
8115,8115,Mediocre,Mega Man Battle Network 6: Cybeast Gregar,/games/mega-man-battle-network-6-cybeast-gregar/gba-765560,Game Boy Advance,5.5,RPG,N,2006-06-13
8116,8116,Good,Bejeweled 2: Deluxe,/games/bejeweled-2/xbox-360-777187,Xbox 360,7.8,Puzzle,N,2006-06-13
8117,8117,Okay,Armored Core: Last Raven,/games/armored-core-last-raven/ps2-746923,PlayStation 2,6.4,"Action, Simulation",N,2006-06-13
8118,8118,Okay,Rise & Fall: Civilizations at War,/games/rise-fall-civilizations-at-war-139567/pc-729470,PC,6.0,Strategy,N,2006-06-13
8119,8119,Mediocre,Mega Man Battle Network 6: Cybeast Falzar,/games/mega-man-battle-network-6-cybeast-falzar/gba-765561,Game Boy Advance,5.5,RPG,N,2006-06-13
8120,8120,Good,Micro Machines V4,/games/micro-machines-v4/ps2-814381,PlayStation 2,7.0,Racing,N,2006-06-26
8121,8121,Good,Micro Machines V4,/games/micro-machines-v4/psp-814380,PlayStation Portable,7.0,Racing,N,2006-06-26
8122,8122,Mediocre,Crusty Demons,/games/crusty-demons/xbox-713543,Xbox,5.2,Sports,N,2006-06-26
8123,8123,Good,Naruto: Ultimate Ninja,/games/naruto-ultimate-ninja/ps2-611692,PlayStation 2,7.5,Fighting,N,2006-06-26
8124,8124,Okay,Romancing SaGa,/games/romancing-saga/ps2-703636,PlayStation 2,6.5,RPG,N,2006-06-25
